mutant_ID,tag_idfentifier,transposon_set,contig,position,gene_ID
2011mTn5STM.1.20.D06,H1K1_6D,20,pSymA,453721,SMa0825
2011mTn5STM.1.20.E06,H1K1_6E,20,chromosome,2075211,SMc04249
2011mTn5STM.1.20.F06,H1K1_6F,20,chromosome,3615829,intergenic
2011mTn5STM.1.20.H06,H1K1_6H,20,pSymB,429012,SMb20415
2011mTn5STM.1.20.B07,H1K1_7B,20,pSymA,1069232,intergenic
2011mTn5STM.1.20.C07,H1K1_7C,20,chromosome,1278011,SMc00607
2011mTn5STM.1.20.D07,H1K1_7D,20,chromosome,1436883,intergenic
2011mTn5STM.1.20.E07,H1K1_7E,20,pSymB,548388,SMb20522
2011mTn5STM.1.20.F07,H1K1_7F,20,chromosome,3397116,SMc03282
2011mTn5STM.1.20.G07,H1K1_7G,20,chromosome,301505,SMc00345
2011mTn5STM.1.20.H07,H1K1_7H,20,chromosome,2785894,SMc02415
2011mTn5STM.1.20.A08,H1K1_8A,20,chromosome,693692,SMc02322
2011mTn5STM.1.20.B08,H1K1_8B,20,chromosome,2161610,SMc04172
2011mTn5STM.1.20.C08,H1K1_8C,20,chromosome,1900753,SMc00513
2011mTn5STM.1.20.D08,H1K1_8D,20,chromosome,972747,SMc00968
2011mTn5STM.1.20.E08,H1K1_8E,20,pSymB,1455349,SMb20652
2011mTn5STM.1.20.G08,H1K1_8G,20,chromosome,1359740,SMc01813
2011mTn5STM.1.20.H08,H1K1_8H,20,pSymA,1105313,intergenic
2011mTn5STM.1.20.A09,H1K1_9A,20,pSymB,150368,SMb20136
2011mTn5STM.1.20.B09,H1K1_9B,20,pSymB,507720,SMb22020
2011mTn5STM.1.20.C09,H1K1_9C,20,chromosome,984808,SMc00002
2011mTn5STM.1.20.D09,H1K1_9D,20,chromosome,3070233,SMc03923
2011mTn5STM.1.20.E09,H1K1_9E,20,pSymB,70389,intergenic
2011mTn5STM.1.20.F09,H1K1_9F,20,pSymA,471982,SMa0854
2011mTn5STM.1.20.G09,H1K1_9G,20,chromosome,1157786,intergenic
2011mTn5STM.1.20.H09,H1K1_9H,20,chromosome,717770,SMc03019
2011mTn5STM.2.20.A10,H2K2_10A,20,chromosome,3416124,intergenic
2011mTn5STM.2.20.D10,H2K2_10D,20,pSymB,213293,SMb20203
2011mTn5STM.2.20.E10,H2K2_10E,20,chromosome,2652722,SMc01828
2011mTn5STM.2.20.F10,H2K2_10F,20,chromosome,838402,SMc00817
2011mTn5STM.2.20.G10,H2K2_10G,20,pSymB,1204095,SMb20973
2011mTn5STM.2.20.H10,H2K2_10H,20,chromosome,899228,SMc00929
2011mTn5STM.2.20.A11,H2K2_11A,20,pSymA,326439,SMa0610
2011mTn5STM.2.20.B11,H2K2_11B,20,pSymA,467894,SMa0850
2011mTn5STM.2.20.C11,H2K2_11C,20,chromosome,3471968,SMc03807
2011mTn5STM.2.20.D11,H2K2_11D,20,pSymB,1271298,SMb20866
2011mTn5STM.2.20.E11,H2K2_11E,20,pSymA,1113099,SMa1957
2011mTn5STM.2.20.F11,H2K2_11F,20,chromosome,56458,intergenic
2011mTn5STM.2.20.H11,H2K2_11H,20,pSymA,397380,SMa0739
2011mTn5STM.2.20.B12,H2K2_12B,20,chromosome,2220368,SMc04316
2011mTn5STM.2.20.D12,H2K2_12D,20,pSymB,66274,intergenic
2011mTn5STM.2.20.G12,H2K2_12G,20,pSymB,976075,SMb21311
2011mTn5STM.2.20.A01,H2K2_1A,20,chromosome,649497,SMc02274
2011mTn5STM.2.20.C01,H2K2_1C,20,chromosome,623870,SMc02258
2011mTn5STM.2.20.D01,H2K2_1D,20,pSymA,604782,intergenic
2011mTn5STM.2.20.E01,H2K2_1E,20,chromosome,1964772,SMc00191
2011mTn5STM.2.20.F01,H2K2_1F,20,pSymB,134658,SMb20123
2011mTn5STM.2.20.G01,H2K2_1G,20,chromosome,1166596,SMc02659
2011mTn5STM.2.20.H01,H2K2_1H,20,several,mapping,NA
2011mTn5STM.2.20.A02,H2K2_2A,20,pSymB,477336,SMb20465
2011mTn5STM.2.20.B02,H2K2_2B,20,chromosome,493085,SMc01712
2011mTn5STM.2.20.C02,H2K2_2C,20,chromosome,2306512,SMc01460
2011mTn5STM.2.20.D02,H2K2_2D,20,pSymB,431914,SMb20417
2011mTn5STM.2.20.E02,H2K2_2E,20,pSymB,486883,SMb20473
2011mTn5STM.2.20.F02,H2K2_2F,20,chromosome,2755497,SMc02335
2011mTn5STM.2.20.G02,H2K2_2G,20,chromosome,299006,intergenic
2011mTn5STM.2.20.H02,H2K2_2H,20,pSymB,810144,SMb21242
2011mTn5STM.2.20.A03,H2K2_3A,20,pSymA,1334054,SMa2363
2011mTn5STM.2.20.B03,H2K2_3B,20,pSymA,295535,intergenic
2011mTn5STM.2.20.C03,H2K2_3C,20,pSymB,1593031,SMb20597
2011mTn5STM.2.20.D03,H2K2_3D,20,chromosome,1043063,SMc00127
2011mTn5STM.2.20.E03,H2K2_3E,20,pSymB,646986,SMb21023
2011mTn5STM.2.20.F03,H2K2_3F,20,chromosome,2693115,SMc01970
2011mTn5STM.2.20.G03,H2K2_3G,20,pSymA,292405,SMa0551
2011mTn5STM.2.20.H03,H2K2_3H,20,pSymA,1324592,SMa2351
2011mTn5STM.2.20.A04,H2K2_4A,20,pSymA,1311896,SMa2408
2011mTn5STM.2.20.B04,H2K2_4B,20,chromosome,3529092,SMc03865
2011mTn5STM.2.20.C04,H2K2_4C,20,chromosome,770014,SMc03070
2011mTn5STM.2.20.D04,H2K2_4D,20,chromosome,528159,SMc02166
2011mTn5STM.2.20.E04,H2K2_4E,20,pSymA,755841,SMa1373
2011mTn5STM.2.20.F04,H2K2_4F,20,pSymB,1475279,SMb20673
2011mTn5STM.2.20.G04,H2K2_4G,20,chromosome,3602007,SMc04397
2011mTn5STM.2.20.H04,H2K2_4H,20,pSymB,633044,SMb20841
2011mTn5STM.2.20.A05,H2K2_5A,20,chromosome,2753266,SMc02334
2011mTn5STM.2.20.B05,H2K2_5B,20,pSymB,1419337,SMb21497
2011mTn5STM.2.20.E05,H2K2_5E,20,chromosome,2401453,SMc01611
2011mTn5STM.2.20.F05,H2K2_5F,20,chromosome,1303403,SMc01757
2011mTn5STM.2.20.G05,H2K2_5G,20,chromosome,2708886,SMc01983
2011mTn5STM.2.20.H05,H2K2_5H,20,chromosome,99813,SMc02606
2011mTn5STM.2.20.A06,H2K2_6A,20,chromosome,2613564,SMc01518
2011mTn5STM.2.20.B06,H2K2_6B,20,pSymB,590284,SMb20805
2011mTn5STM.2.20.C06,H2K2_6C,20,pSymB,359833,SMb20352
2011mTn5STM.2.20.E06,H2K2_6E,20,chromosome,2419945,SMc01628
2011mTn5STM.2.20.F06,H2K2_6F,20,pSymB,778359,SMb21140
2011mTn5STM.2.20.G06,H2K2_6G,20,pSymB,1374977,SMb21446
2011mTn5STM.2.20.H06,H2K2_6H,20,pSymA,1025831,SMa1808
2011mTn5STM.2.20.A07,H2K2_7A,20,chromosome,122884,SMc04147
2011mTn5STM.2.20.C07,H2K2_7C,20,chromosome,2072358,SMc04247
2011mTn5STM.2.20.D07,H2K2_7D,20,chromosome,843238,SMc00821
2011mTn5STM.2.20.F07,H2K2_7F,20,chromosome,658009,SMc02285
2011mTn5STM.2.20.G07,H2K2_7G,20,several,mapping,NA
2011mTn5STM.2.20.H07,H2K2_7H,20,chromosome,599675,SMc02235
2011mTn5STM.2.20.A08,H2K2_8A,20,pSymA,341230,intergenic
2011mTn5STM.2.20.B08,H2K2_8B,20,chromosome,2019151,SMc00150
2011mTn5STM.2.20.C08,H2K2_8C,20,chromosome,170998,SMc02823
2011mTn5STM.2.20.E08,H2K2_8E,20,pSymA,266414,SMa0486
2011mTn5STM.2.20.F08,H2K2_8F,20,chromosome,1339385,SMc01792
2011mTn5STM.2.20.H08,H2K2_8H,20,pSymB,1485763,SMb20683
2011mTn5STM.2.20.A09,H2K2_9A,20,chromosome,3449935,SMc03784
2011mTn5STM.2.20.B09,H2K2_9B,20,pSymB,1275691,SMb20868
2011mTn5STM.2.20.C09,H2K2_9C,20,pSymA,940755,SMa1676
2011mTn5STM.2.20.D09,H2K2_9D,20,chromosome,1547055,SMc01021
2011mTn5STM.2.20.E09,H2K2_9E,20,chromosome,3217125,SMc03121
2011mTn5STM.2.20.F09,H2K2_9F,20,pSymB,475488,SMb20462
2011mTn5STM.2.20.G09,H2K2_9G,20,pSymA,60086,SMa0113
2011mTn5STM.2.20.H09,H2K2_9H,20,pSymB,904551,SMb21160
2011mTn5STM.3.20.C10,H3K3_10C,20,chromosome,1569229,SMc01042
2011mTn5STM.3.20.D10,H3K3_10D,20,pSymA,182837,SMa0329
2011mTn5STM.3.20.E10,H3K3_10E,20,chromosome,2201438,intergenic
2011mTn5STM.3.20.F10,H3K3_10F,20,pSymA,954804,SMa5033
2011mTn5STM.3.20.H10,H3K3_10H,20,pSymB,228050,SMb20219
2011mTn5STM.3.20.A11,H3K3_11A,20,chromosome,1438287,intergenic
2011mTn5STM.3.20.B11,H3K3_11B,20,chromosome,519232,SMc02176
2011mTn5STM.3.20.C11,H3K3_11C,20,several,mapping,NA
2011mTn5STM.3.20.D11,H3K3_11D,20,pSymB,1549037,SMb20757
2011mTn5STM.3.20.E11,H3K3_11E,20,chromosome,3090323,SMc03939
2011mTn5STM.3.20.F11,H3K3_11F,20,chromosome,3126769,SMc03166
2011mTn5STM.3.20.G11,H3K3_11G,20,chromosome,3183474,SMc03147
2011mTn5STM.3.20.H11,H3K3_11H,20,pSymA,204394,intergenic
2011mTn5STM.3.20.A12,H3K3_12A,20,chromosome,2431667,SMc01638
2011mTn5STM.3.20.B12,H3K3_12B,20,pSymA,889770,SMa1594
2011mTn5STM.3.20.C12,H3K3_12C,20,chromosome,2789170,intergenic
2011mTn5STM.3.20.D12,H3K3_12D,20,pSymA,775737,SMa1409
2011mTn5STM.3.20.E12,H3K3_12E,20,pSymA,562151,SMa1013
2011mTn5STM.3.20.F12,H3K3_12F,20,pSymB,316375,intergenic
2011mTn5STM.3.20.G12,H3K3_12G,20,pSymB,224852,SMb20216
2011mTn5STM.3.20.H12,H3K3_12H,20,chromosome,2537450,SMc02688
2011mTn5STM.3.20.B01,H3K3_1B,20,chromosome,2624426,SMc01504
2011mTn5STM.3.20.C01,H3K3_1C,20,chromosome,451432,SMc01104
2011mTn5STM.3.20.E01,H3K3_1E,20,pSymB,1185195,SMb20957
2011mTn5STM.3.20.F01,H3K3_1F,20,chromosome,2097779,SMc04270
2011mTn5STM.3.20.G01,H3K3_1G,20,pSymB,1242536,SMb21009
2011mTn5STM.3.20.A02,H3K3_2A,20,pSymB,1497533,SMb20697
2011mTn5STM.3.20.B02,H3K3_2B,20,chromosome,856392,SMc00926
2011mTn5STM.3.20.C02,H3K3_2C,20,chromosome,1048899,SMc00096
2011mTn5STM.3.20.D02,H3K3_2D,20,chromosome,2157805,SMc04169
2011mTn5STM.3.20.E02,H3K3_2E,20,chromosome,932725,SMc00853
2011mTn5STM.3.20.F02,H3K3_2F,20,pSymB,1249112,intergenic
2011mTn5STM.3.20.G02,H3K3_2G,20,pSymA,162775,intergenic
2011mTn5STM.3.20.H02,H3K3_2H,20,pSymA,1337440,SMa2369
2011mTn5STM.3.20.A03,H3K3_3A,20,pSymA,720469,SMa1321
2011mTn5STM.3.20.B03,H3K3_3B,20,pSymA,1160680,SMa2051
2011mTn5STM.3.20.D03,H3K3_3D,20,chromosome,3561413,SMc03893
2011mTn5STM.3.20.E03,H3K3_3E,20,pSymB,539661,SMb20515
2011mTn5STM.3.20.F03,H3K3_3F,20,chromosome,2786368,SMc02415
2011mTn5STM.3.20.G03,H3K3_3G,20,pSymA,381594,SMa0705
2011mTn5STM.3.20.H03,H3K3_3H,20,chromosome,1162739,intergenic
2011mTn5STM.3.20.A04,H3K3_4A,20,chromosome,3379176,SMc03263
2011mTn5STM.3.20.B04,H3K3_4B,20,pSymA,1129919,SMa1993
2011mTn5STM.3.20.C04,H3K3_4C,20,chromosome,2080079,intergenic
2011mTn5STM.3.20.D04,H3K3_4D,20,pSymB,688603,intergenic
2011mTn5STM.3.20.E04,H3K3_4E,20,chromosome,610931,SMc02248
2011mTn5STM.3.20.F04,H3K3_4F,20,chromosome,2703069,SMc01978
2011mTn5STM.3.20.G04,H3K3_4G,20,pSymB,1479180,SMb20677
2011mTn5STM.3.20.H04,H3K3_4H,20,chromosome,141392,SMc04131
2011mTn5STM.3.20.A05,H3K3_5A,20,pSymB,515456,SMb20496
2011mTn5STM.3.20.B05,H3K3_5B,20,several,mapping,NA
2011mTn5STM.3.20.C05,H3K3_5C,20,pSymA,1213462,intergenic
2011mTn5STM.3.20.D05,H3K3_5D,20,chromosome,3025816,SMc04026
2011mTn5STM.3.20.F05,H3K3_5F,20,pSymA,1155575,intergenic
2011mTn5STM.3.20.G05,H3K3_5G,20,pSymA,866901,SMa1564
2011mTn5STM.3.20.H05,H3K3_5H,20,pSymB,1168457,SMb20942
2011mTn5STM.3.20.A06,H3K3_6A,20,chromosome,559663,SMc02152
2011mTn5STM.3.20.C06,H3K3_6C,20,pSymB,936455,SMb21186
2011mTn5STM.3.20.D06,H3K3_6D,20,pSymA,341536,SMa0636
2011mTn5STM.3.20.E06,H3K3_6E,20,chromosome,747462,SMc03051
2011mTn5STM.3.20.G06,H3K3_6G,20,chromosome,2082316,SMc04255
2011mTn5STM.3.20.H06,H3K3_6H,20,pSymA,1338909,SMa2371
2011mTn5STM.3.20.A07,H3K3_7A,20,pSymA,1308145,SMa2402
2011mTn5STM.3.20.B07,H3K3_7B,20,pSymB,432198,SMb20418
2011mTn5STM.3.20.C07,H3K3_7C,20,pSymA,1244985,SMa2223
2011mTn5STM.3.20.D07,H3K3_7D,20,pSymB,1361482,SMb21430
2011mTn5STM.3.20.E07,H3K3_7E,20,chromosome,1714246,SMc01213
2011mTn5STM.3.20.F07,H3K3_7F,20,pSymA,1262658,intergenic
2011mTn5STM.3.20.G07,H3K3_7G,20,pSymA,1218366,SMa2159
2011mTn5STM.3.20.H07,H3K3_7H,20,chromosome,2777297,SMc02355
2011mTn5STM.3.20.A08,H3K3_8A,20,chromosome,1098622,SMc00062
2011mTn5STM.3.20.C08,H3K3_8C,20,pSymB,1046616,SMb21383
2011mTn5STM.3.20.D08,H3K3_8D,20,chromosome,2268415,SMc01421
2011mTn5STM.3.20.E08,H3K3_8E,20,pSymB,1396141,SMb21468
2011mTn5STM.3.20.F08,H3K3_8F,20,chromosome,2704575,SMc01979
2011mTn5STM.3.20.G08,H3K3_8G,20,pSymB,342317,SMb20336
2011mTn5STM.3.20.H08,H3K3_8H,20,pSymB,764336,SMb21124
2011mTn5STM.3.20.A09,H3K3_9A,20,pSymB,1474068,SMb20672
2011mTn5STM.3.20.B09,H3K3_9B,20,chromosome,3019270,SMc04021
2011mTn5STM.3.20.C09,H3K3_9C,20,chromosome,517305,SMc02178
2011mTn5STM.3.20.E09,H3K3_9E,20,chromosome,2741241,intergenic
2011mTn5STM.3.20.G09,H3K3_9G,20,pSymA,1212262,SMa2145
2011mTn5STM.3.20.H09,H3K3_9H,20,pSymB,511846,SMb20494
2011mTn5STM.4.20.A10,H4K4_10A,20,several,mapping,NA
2011mTn5STM.4.20.B10,H4K4_10B,20,pSymA,32764,SMa0062
2011mTn5STM.4.20.C10,H4K4_10C,20,chromosome,2700123,SMc01975
2011mTn5STM.4.20.D10,H4K4_10D,20,chromosome,848916,SMc00827
2011mTn5STM.4.20.E10,H4K4_10E,20,pSymB,367769,SMb20357
2011mTn5STM.4.20.F10,H4K4_10F,20,pSymB,1096427,SMb21556
2011mTn5STM.4.20.G10,H4K4_10G,20,pSymA,1342314,SMa2379
2011mTn5STM.4.20.H10,H4K4_10H,20,chromosome,799051,SMc00779
2011mTn5STM.4.20.A11,H4K4_11A,20,pSymA,25475,SMa0044
2011mTn5STM.4.20.B11,H4K4_11B,20,chromosome,2160739,SMc04171
2011mTn5STM.4.20.C11,H4K4_11C,20,chromosome,353855,SMc00402
2011mTn5STM.4.20.D11,H4K4_11D,20,pSymA,1134490,SMa2000
2011mTn5STM.4.20.E11,H4K4_11E,20,pSymB,1437864,SMb21513
2011mTn5STM.4.20.F11,H4K4_11F,20,pSymB,318971,SMb20317
2011mTn5STM.4.20.G11,H4K4_11G,20,pSymB,1216943,SMb20984
2011mTn5STM.4.20.H11,H4K4_11H,20,chromosome,2644433,SMc01820
2011mTn5STM.4.20.A12,H4K4_12A,20,chromosome,3627782,SMc04087
2011mTn5STM.4.20.B12,H4K4_12B,20,pSymA,114487,SMa0206
2011mTn5STM.4.20.C12,H4K4_12C,20,chromosome,2139180,SMc04330
2011mTn5STM.4.20.D12,H4K4_12D,20,chromosome,3103377,SMc02982
2011mTn5STM.4.20.E12,H4K4_12E,20,pSymB,777039,SMb21138
2011mTn5STM.4.20.F12,H4K4_12F,20,pSymB,1179738,intergenic
2011mTn5STM.4.20.G12,H4K4_12G,20,several,mapping,NA
2011mTn5STM.4.20.H12,H4K4_12H,20,chromosome,3282642,SMc02511
2011mTn5STM.4.20.A01,H4K4_1A,20,chromosome,1603819,SMc02106
2011mTn5STM.4.20.B01,H4K4_1B,20,pSymA,835991,SMa1515
2011mTn5STM.4.20.C01,H4K4_1C,20,pSymB,1046663,SMb21383
2011mTn5STM.4.20.D01,H4K4_1D,20,chromosome,1773256,SMc00946
2011mTn5STM.4.20.F01,H4K4_1F,20,pSymB,1125511,SMb21585
2011mTn5STM.4.20.G01,H4K4_1G,20,chromosome,3362335,SMc03248
2011mTn5STM.4.20.H01,H4K4_1H,20,chromosome,2209782,SMc04289
2011mTn5STM.4.20.A02,H4K4_2A/H4K4_5C ,20,pSymB,500678,SMb20484
2011mTn5STM.4.20.B02,H4K4_2B,20,several,mapping,NA
2011mTn5STM.4.20.C02,H4K4_2C,20,chromosome,3159138,SMc03195
2011mTn5STM.4.20.D02,H4K4_2D,20,chromosome,3410322,SMc03294
2011mTn5STM.4.20.E02,H4K4_2E,20,chromosome,3058996,intergenic
2011mTn5STM.4.20.F02,H4K4_2F,20,pSymA,777692,SMa1414
2011mTn5STM.4.20.G02,H4K4_2G,20,several,mapping,NA
2011mTn5STM.4.20.H02,H4K4_2H,20,pSymB,605079,SMb20816
2011mTn5STM.4.20.A03,H4K4_3A,20,chromosome,2055961,SMc04231
2011mTn5STM.4.20.C03,H4K4_3C,20,pSymA,552667,intergenic
2011mTn5STM.4.20.D03,H4K4_3D,20,pSymB,426276,SMb20410
2011mTn5STM.4.20.F03,H4K4_3F,20,chromosome,818198,SMc00797
2011mTn5STM.4.20.G03,H4K4_3G,20,pSymB,712921,SMb21075
2011mTn5STM.4.20.A04,H4K4_4A,20,chromosome,3218160,SMc03119
2011mTn5STM.4.20.B04,H4K4_4B,20,chromosome,904101,SMc00883
2011mTn5STM.4.20.C04,H4K4_4C,20,chromosome,2158423,SMc04169
2011mTn5STM.4.20.D04,H4K4_4D,20,several,mapping,NA
2011mTn5STM.4.20.E04,H4K4_4E,20,chromosome,405460,SMc01146
2011mTn5STM.4.20.F04,H4K4_4F,20,pSymB,445589,SMb20431
2011mTn5STM.4.20.G04,H4K4_4G,20,pSymB,174987,SMb20156
2011mTn5STM.4.20.H04,H4K4_4H,20,chromosome,307543,SMc00352
2011mTn5STM.4.20.A05,H4K4_5A,20,pSymB,92193,SMb20080
2011mTn5STM.4.20.B05,H4K4_5B,20,pSymB,1474251,SMb20672
2011mTn5STM.4.20.D05,H4K4_5D,20,chromosome,994421,SMc00010
2011mTn5STM.4.20.E05,H4K4_5E,20,chromosome,647015,SMc02273
2011mTn5STM.4.20.F05,H4K4_5F,20,pSymB,838816,SMb21265
2011mTn5STM.4.20.G05,H4K4_5G,20,chromosome,2201417,intergenic
2011mTn5STM.4.20.H05,H4K4_5H,20,chromosome,944534,SMc00990
2011mTn5STM.4.20.B06,H4K4_6B,20,pSymB,1585435,SMb21691
2011mTn5STM.4.20.C06,H4K4_6C,20,chromosome,3080290,SMc03931
2011mTn5STM.4.20.E06,H4K4_6E,20,chromosome,2911761,SMc00669
2011mTn5STM.4.20.F06,H4K4_6F,20,chromosome,3161202,SMc03197
2011mTn5STM.4.20.G06,H4K4_6G,20,chromosome,3429886,intergenic
2011mTn5STM.4.20.H06,H4K4_6H,20,pSymA,1011171,SMa1784
2011mTn5STM.4.20.A07,H4K4_7A,20,pSymB,902764,SMb21159
2011mTn5STM.4.20.B07,H4K4_7B,20,chromosome,3336957,SMc03228
2011mTn5STM.4.20.D07,H4K4_7D,20,pSymA,968283,SMa1717
2011mTn5STM.4.20.E07,H4K4_7E,20,pSymB,1210433,SMb20977
2011mTn5STM.4.20.F07,H4K4_7F,20,chromosome,2055472,SMc04230
2011mTn5STM.4.20.G07,H4K4_7G,20,pSymA,292295,SMa0551
2011mTn5STM.4.20.A08,H4K4_8A,20,chromosome,1498718,SMc01278
2011mTn5STM.4.20.B08,H4K4_8B,20,pSymA,303368,SMa0570
2011mTn5STM.4.20.C08,H4K4_8C,20,pSymB,436234,SMb20422
2011mTn5STM.4.20.D08,H4K4_8D,20,pSymB,1501353,SMb20699
2011mTn5STM.4.20.E08,H4K4_8E,20,pSymB,251125,intergenic
2011mTn5STM.4.20.F08,H4K4_8F,20,chromosome,2748870,SMc02044
2011mTn5STM.4.20.A09,H4K4_9A,20,chromosome,559921,SMc02152
2011mTn5STM.4.20.B09,H4K4_9B,20,chromosome,2415908,SMc01624
2011mTn5STM.4.20.C09,H4K4_9C,20,pSymB,6213,SMb20002
2011mTn5STM.4.20.D09,H4K4_9D,20,pSymA,237531,SMa0444
2011mTn5STM.4.20.E09,H4K4_9E,20,pSymB,1280839,intergenic
2011mTn5STM.4.20.F09,H4K4_9F,20,pSymB,577386,SMb20551
2011mTn5STM.4.20.G09,H4K4_9G,20,chromosome,2919368,SMc00658
2011mTn5STM.4.20.H09,H4K4_9H,20,chromosome,1853843,intergenic
2011mTn5STM.5.20.A01,H5K5_1A,20,pSymA,577204,SMa1053
2011mTn5STM.5.20.B01,H5K5_1B,20,pSymA,278348,SMa0513
2011mTn5STM.5.20.C01,H5K5_1C,20,chromosome,472552,SMc01730
2011mTn5STM.5.20.E01,H5K5_1E,20,pSymB,1426815,SMb21502
2011mTn5STM.5.20.F01,H5K5_1F,20,chromosome,671317,SMc02297
2011mTn5STM.5.20.G01,H5K5_1G,20,pSymB,493918,SMb20479
2011mTn5STM.5.20.A02,H5K5_2A,20,chromosome,3382382,intergenic
2011mTn5STM.5.20.B02,H5K5_2B,20,chromosome,535105,SMc02161
2011mTn5STM.5.20.C02,H5K5_2C,20,chromosome,659717,intergenic
2011mTn5STM.5.20.D02,H5K5_2D,20,chromosome,2413456,SMc01622
2011mTn5STM.5.20.E02,H5K5_2E,20,chromosome,2081067,SMc04253
2011mTn5STM.5.20.F02,H5K5_2F,20,chromosome,2236398,SMc04352
2011mTn5STM.5.20.G02,H5K5_2G,20,several,mapping,NA
2011mTn5STM.5.20.H02,H5K5_2H,20,chromosome,2363770,SMc01850
2011mTn5STM.5.20.A03,H5K5_3A,20,chromosome,3298861,SMc02495
2011mTn5STM.5.20.B03,H5K5_3B,20,pSymA,989236,intergenic
2011mTn5STM.5.20.C03,H5K5_3C,20,chromosome,970380,SMc00971
2011mTn5STM.5.20.D03,H5K5_3D,20,chromosome,2412771,SMc01621
2011mTn5STM.5.20.G03,H5K5_3G,20,chromosome,1351963,intergenic
2011mTn5STM.5.20.H03,H5K5_3H,20,pSymA,322419,intergenic
2011mTn5STM.5.20.A04,H5K5_4A,20,pSymB,720094,SMb21082
2011mTn5STM.5.20.B04,H5K5_4B,20,chromosome,2465052,SMc01663
2011mTn5STM.5.20.C04,H5K5_4C,20,pSymA,480814,SMa0868
2011mTn5STM.5.20.F04,H5K5_4F,20,pSymB,1501051,SMb20699
2011mTn5STM.5.20.G04,H5K5_4G,20,chromosome,1977298,SMc00186
2011mTn5STM.5.20.H04,H5K5_4H,20,pSymB,1678462,intergenic
2011mTn5STM.1.21.A10,H1K1_10A,21,pSymB,1642285,SMb20622
2011mTn5STM.1.21.B10,H1K1_10B,21,chromosome,847504,SMc00826
2011mTn5STM.1.21.D10,H1K1_10D,21,pSymA,604378,SMa1104
2011mTn5STM.1.21.E10,H1K1_10E,21,chromosome,3367486,SMc03253
2011mTn5STM.1.21.F10,H1K1_10F,21,chromosome,894419,SMc00932
2011mTn5STM.1.21.G10,H1K1_10G,21,chromosome,2248032,SMc01488
2011mTn5STM.1.21.H10,H1K1_10H,21,chromosome,140244,SMc04132
2011mTn5STM.1.21.B11,H1K1_11B,21,pSymB,1069060,SMb21539
2011mTn5STM.1.21.C11,H1K1_11C,21,chromosome,2607995,SMc01525
2011mTn5STM.1.21.D11,H1K1_11D,21,chromosome,2227051,intergenic
2011mTn5STM.1.21.E11,H1K1_11E,21,chromosome,175062,intergenic
2011mTn5STM.1.21.F11,H1K1_11F,21,pSymA,769469,SMa1398
2011mTn5STM.1.21.G11,H1K1_11G,21,pSymB,715001,SMb21078
2011mTn5STM.1.21.H11,H1K1_11H,21,chromosome,3470448,SMc03805
2011mTn5STM.1.21.A12,H1K1_12A,21,pSymA,435031,SMa0796
2011mTn5STM.1.21.C12,H1K1_12C,21,pSymB,147503,intergenic
2011mTn5STM.1.21.D12,H1K1_12D,21,pSymB,477001,intergenic
2011mTn5STM.1.21.E12,H1K1_12E,21,chromosome,1122267,SMc02370
2011mTn5STM.1.21.F12,H1K1_12F,21,chromosome,3123670,SMc03164
2011mTn5STM.1.21.G12,H1K1_12G,21,chromosome,1696515,SMc01228
2011mTn5STM.1.21.H12,H1K1_12H,21,pSymB,1320795,SMb20912
2011mTn5STM.1.21.A01,H1K1_1A,21,pSymA,308145,SMa0579
2011mTn5STM.1.21.B01,H1K1_1B,21,pSymB,744586,SMb21102
2011mTn5STM.1.21.D01,H1K1_1D,21,pSymA,91219,SMa0166
2011mTn5STM.1.21.E01,H1K1_1E,21,chromosome,1580370,intergenic
2011mTn5STM.1.21.F01,H1K1_1F,21,pSymA,688221,SMa1256
2011mTn5STM.1.21.G01,H1K1_1G,21,pSymB,1614390,SMb20600
2011mTn5STM.1.21.H01,H1K1_1H,21,pSymA,523569,SMa0939
2011mTn5STM.1.21.D02,H1K1_2D,21,chromosome,572576,SMc02140
2011mTn5STM.1.21.E02,H1K1_2E,21,pSymB,939633,SMb21189
2011mTn5STM.1.21.F02,H1K1_2F,21,pSymA,319937,SMa0601
2011mTn5STM.1.21.G02,H1K1_2G,21,pSymA,4733,SMa0005
2011mTn5STM.1.21.H02,H1K1_2H,21,pSymB,768230,SMb21129
2011mTn5STM.1.21.B03,H1K1_3B,21,chromosome,3408000,SMc03290
2011mTn5STM.1.21.C03,H1K1_3C,21,pSymB,609647,SMb20820
2011mTn5STM.1.21.D03,H1K1_3D,21,pSymB,646293,SMb21022
2011mTn5STM.1.21.E03,H1K1_3E,21,chromosome,3148617,SMc03181
2011mTn5STM.1.21.F03,H1K1_3F,21,chromosome,1095378,SMc00060
2011mTn5STM.1.21.G03,H1K1_3G,21,chromosome,607318,SMc02244
2011mTn5STM.1.21.H03,H1K1_3H,21,several,mapping,NA
2011mTn5STM.1.21.A04,H1K1_4A,21,pSymB,1009255,SMb21343
2011mTn5STM.1.21.B04,H1K1_4B,21,chromosome,3137157,SMc03175
2011mTn5STM.1.21.C04,H1K1_4C,21,chromosome,2193135,intergenic
2011mTn5STM.1.21.D04,H1K1_4D,21,chromosome,1052801,SMc00097
2011mTn5STM.1.21.E04,H1K1_4E,21,pSymB,706084,SMb21070
2011mTn5STM.1.21.F04,H1K1_4F,21,pSymB,516147,SMb20496
2011mTn5STM.1.21.G04,H1K1_4G,21,pSymA,407338,SMa0753
